School,Disabilities,File Name,Gen Ed,Resource Specialist,Socioeconomically Disadvantaged
George Washington Elementary,100.00,/Users/georgiachanning/LA/SARC_tables/41689166043822_tables.txt,32.10,Unknown,['65.8']
Madison Elementary School,9.09,/Users/georgiachanning/LA/SARC_tables/33672156032700_tables.txt,52.05,Unknown,['88.2']
Ruth Brown Elementary School,91.43,/Users/georgiachanning/LA/SARC_tables/33671816032494_tables.txt,27.52,['.1'],['76.7']
Mesa Elementary School,97.44,/Users/georgiachanning/LA/SARC_tables/19644366012561_tables.txt,68.60,"['3.0', '.1']",['45.6']
Guinn Elementary School,100.00,/Users/georgiachanning/LA/SARC_tables/30664236027320_tables.txt,27.01,['2.0'],['87.5']
Chabot Elementary,21.74,/Users/georgiachanning/LA/SARC_tables/01611506090369_tables.txt,636.7,['1.2'],[]
/Users/georgiachanning/LA/SARC_tables/36678196036370_tables.txt,94.44,/Users/georgiachanning/LA/SARC_tables/36678196036370_tables.txt,51.43,Unknown,['81.7']
/Users/georgiachanning/LA/SARC_tables/56726526056105_tables.txt,14.29,/Users/georgiachanning/LA/SARC_tables/56726526056105_tables.txt,14.29,Unknown,"['0.0', '32.7', '13.9', '5.9', '27326396.34', '3.66', '57.41', '27326396.34', '3.66', '59.70', '14714397.28', '2.72', '53.15', '14714397.28', '2.72', '58.04', '12612095.24', '4.76', '62.50', '12612095.24', '4.76', '61.67', '12512297.60', '2.40', '48.36', '12512297.60', '2.40', '48.36', '12111595.04', '4.96', '64.35', '12111595.04', '4.96', '67.83', '1414100.00', '0.00', '64.29', '1414100.00', '0.00', '78.57', '12812496.88', '3.13', '42.74', '12812496.88', '3.13', '45.16', '212095.24', '4.76', '30.00', '212095.24', '4.76', '40.00', '403587.50', '12.50', '20.00', '403587.50', '12.50', '14.29']"
Casa Loma Elementary School,97.50,/Users/georgiachanning/LA/SARC_tables/15633216008866_tables.txt,22.29,"['3.0', '.1']",['94.6']
Lugonia Elementary,16.00,/Users/georgiachanning/LA/SARC_tables/36678436036537_tables.txt,39.07,['1.3'],['93.9']
Hoover Elementary,Unknown,/Users/georgiachanning/LA/SARC_tables/41688820133157_tables.txt,Unknown,['.1'],['0.9']
Cordova Gardens Elementary School,12.77,/Users/georgiachanning/LA/SARC_tables/34673306033153_tables.txt,39.09,Unknown,['80.8']
Highland Oaks Elementary School,95.65,/Users/georgiachanning/LA/SARC_tables/19642616011167_tables.txt,78.71,['4.3'],['16.2']
Kingsley Elementary School,100.00,/Users/georgiachanning/LA/SARC_tables/36678196036297_tables.txt,42.31,Unknown,['95.4']
Indian Creek Elementary School,97.06,/Users/georgiachanning/LA/SARC_tables/09619296106678_tables.txt,39.71,['1.0'],['59.4']
Di Giorgio Elementary Sc,769.00,/Users/georgiachanning/LA/SARC_tables/15634206009419_tables.txt,11.49,Unknown,"['99.32', '0.68', '29.93', '0.68', '11.56']"
Jack London Elementary School,87.50,/Users/georgiachanning/LA/SARC_tables/49708700101253_tables.txt,42.77,"['.6', '.1']",['44.1']
Julian Elementary School,20.00,/Users/georgiachanning/LA/SARC_tables/37681636038327_tables.txt,40.86,Unknown,['63.5']
Stonegate Elementary,4.44,/Users/georgiachanning/LA/SARC_tables/57726940114710_tables.txt,46.42,['.1'],['47.2']
Oak Grove Elementary School,96.61,/Users/georgiachanning/LA/SARC_tables/54722560101857_tables.txt,78.10,['2.0'],['28.2']
David Lubin Elementary School,28.21,/Users/georgiachanning/LA/SARC_tables/34674396033880_tables.txt,63.83,['2.7'],['46.4']
Indian Hills Elementary,100.00,/Users/georgiachanning/LA/SARC_tables/33670906105837_tables.txt,48.79,Unknown,['66.6']
Pauba Valley Elementary School,89.19,/Users/georgiachanning/LA/SARC_tables/33751926113641_tables.txt,74.51,['2.2'],['34.1']
Nohl Canyon Elementary School,33.33,/Users/georgiachanning/LA/SARC_tables/30666216071120_tables.txt,78.29,"['.8', '.1']",['11.2']
Hope View Elementary School,97.22,/Users/georgiachanning/LA/SARC_tables/30666136029607_tables.txt,77.36,['1.0'],['18.1']
Gardenhill Elementary,67.57,/Users/georgiachanning/LA/SARC_tables/19648406020945_tables.txt,912.9,['2.0'],['50.3']
Russell Ranch Elementary School,71.79,/Users/georgiachanning/LA/SARC_tables/34673300113621_tables.txt,89.33,Unknown,['5.6']
Cordova Villa Elementary School,100.00,/Users/georgiachanning/LA/SARC_tables/34673306033187_tables.txt,37.02,Unknown,['89.3']
Roberts Ferry Charter School Academy,Unknown,/Users/georgiachanning/LA/SARC_tables/50712330121525_tables.txt,Unknown,Unknown,['68.8']
Canyon Elementary School,Unknown,/Users/georgiachanning/LA/SARC_tables/07616716003677_tables.txt,Unknown,Unknown,['9.0']
Dos Palos Elementary School,Unknown,/Users/georgiachanning/LA/SARC_tables/24753176025431_tables.txt,Unknown,"['3.0', '.1']",['88.9']
/Users/georgiachanning/LA/SARC_tables/56724626055081_tables.txt,94.44,/Users/georgiachanning/LA/SARC_tables/56724626055081_tables.txt,23.67,['1.0'],['92.1']
Oxford Elementary,29.41,/Users/georgiachanning/LA/SARC_tables/01611436090302_tables.txt,60.53,['4.1'],['33.8']
Oak Grove Elementary,100.00,/Users/georgiachanning/LA/SARC_tables/30664646113344_tables.txt,77.89,Unknown,['14.2']
District Name Savanna Elementary School District,15.91,/Users/georgiachanning/LA/SARC_tables/30666966030506_tables.txt,51.75,Unknown,['75.2']
Redding Elementary School Turtle Bay School Mission Statement,8.82,/Users/georgiachanning/LA/SARC_tables/45701106101612_tables.txt,40.98,['1.4'],['65.2']
Pioneer Drive Elementary School,4.35,/Users/georgiachanning/LA/SARC_tables/15633216009120_tables.txt,30.12,"['1.5', '.1']",['96.1']
George Eisenhut Elementary School,95.65,/Users/georgiachanning/LA/SARC_tables/50712826098297_tables.txt,37.74,['1.0'],['84.6']
Arroyo Vista Elementary School,96.55,/Users/georgiachanning/LA/SARC_tables/30664646110852_tables.txt,71.43,Unknown,['12.5']
Pomerado Elementary School,95.12,/Users/georgiachanning/LA/SARC_tables/37682966039002_tables.txt,65.16,['1.4'],['43.7']
Lathrop Elementary,100.00,/Users/georgiachanning/LA/SARC_tables/39685936042337_tables.txt,36.26,Unknown,['78.9']
Westside Elementary School,100.00,/Users/georgiachanning/LA/SARC_tables/10625476007421_tables.txt,22.22,Unknown,['94.7']
Southshore Elementary School,18.97,/Users/georgiachanning/LA/SARC_tables/33671160116749_tables.txt,56.82,"['1.0', '.1']",['31.4']
Quartz Hill Elementary,100.00,/Users/georgiachanning/LA/SARC_tables/19651026023584_tables.txt,36.02,"['4.1', '.1']",['62.8']
Linda Vista Elementary School,97.44,/Users/georgiachanning/LA/SARC_tables/30666216071112_tables.txt,64.85,"['1.4', '.1']",['26.7']
William McKinley Elementary School,93.18,/Users/georgiachanning/LA/SARC_tables/19643376011951_tables.txt,56.56,['2.0'],['43.3']
Running Springs Elementary School,90.91,/Users/georgiachanning/LA/SARC_tables/30666216116586_tables.txt,73.85,['.8'],['12.1']
Hornbrook Elementary School,Unknown,/Users/georgiachanning/LA/SARC_tables/47703596050801_tables.txt,Unknown,Unknown,['77.8']
Braly Elementary School,100.00,/Users/georgiachanning/LA/SARC_tables/43696746048813_tables.txt,68.18,['1.5'],['27.9']
B Whaley Elementary School,15.00,/Users/georgiachanning/LA/SARC_tables/43694356047161_tables.txt,37.23,Unknown,['69.6']
/Users/georgiachanning/LA/SARC_tables/21653916024442_tables.txt,100.00,/Users/georgiachanning/LA/SARC_tables/21653916024442_tables.txt,90.21,"['.6', '.1']",['2.1']
District Name Belmont Redwood Shores Elementary School District,93.75,/Users/georgiachanning/LA/SARC_tables/41688666114771_tables.txt,84.70,['.1'],['5.5']
Park Hill Elementary School San Jacinto,8.51,/Users/georgiachanning/LA/SARC_tables/33672496109490_tables.txt,34.48,Unknown,"['98.37', '1.63', '32.96']"
Bubbling Wells Elementary School,5.26,/Users/georgiachanning/LA/SARC_tables/33671736111025_tables.txt,829.7,['1.0'],[]
Robertson Road Elementary,5.56,/Users/georgiachanning/LA/SARC_tables/50711676052799_tables.txt,38.89,"['.5', '.1']",['99.4']
Citrus Elementary,7.41,/Users/georgiachanning/LA/SARC_tables/36750696037220_tables.txt,721.3,['1.5'],['81.1']
Chaparral Elementary School,35.42,/Users/georgiachanning/LA/SARC_tables/37682966097216_tables.txt,75.95,['1.6'],['13.6']
Bemis Elementary,8.70,/Users/georgiachanning/LA/SARC_tables/36678506036602_tables.txt,619.4,['2.0'],['90.1']
West Elementary rStreet8625 Serio Wy rCity,0612.28,/Users/georgiachanning/LA/SARC_tables/WestLong_tables.txt,0612.28,"['5.1', '14.41', '12.40', '33.39', '15.02']",['67.50']
Peralta Elementary School,98.28,/Users/georgiachanning/LA/SARC_tables/33670906113518_tables.txt,35.53,Unknown,['76.2']
Jack Franscioni Elementary School,10.71,/Users/georgiachanning/LA/SARC_tables/27754400111088_tables.txt,31.16,['4.2'],['86.2']
Henry Miller Elementary,100.00,/Users/georgiachanning/LA/SARC_tables/24657556025548_tables.txt,32.34,['2.0'],['84.7']
Tuolumne Elementary School,100.00,/Users/georgiachanning/LA/SARC_tables/50711676052849_tables.txt,16.77,"['.5', '.1']",['98.6']
Independence Charter,Unknown,/Users/georgiachanning/LA/SARC_tables/50712660120063_tables.txt,Unknown,['0.08'],['84.5']
Guadalupe Union Elementary,3.85,/Users/georgiachanning/LA/SARC_tables/42692036045512_tables.txt,25.82,Unknown,['79.9']
18 Ramona Elementary,8.93,/Users/georgiachanning/LA/SARC_tables/37683046039036_tables.txt,34.90,Unknown,['78.7']
/Users/georgiachanning/LA/SARC_tables/39685930113357_tables.txt,98.41,/Users/georgiachanning/LA/SARC_tables/39685930113357_tables.txt,56.87,Unknown,['51.3']
Winfield Elementary School,100.00,/Users/georgiachanning/LA/SARC_tables/24658700111294_tables.txt,48.47,['.1'],['92.9']
John Muir Elementary School,20.00,/Users/georgiachanning/LA/SARC_tables/41690136044671_tables.txt,722.0,Unknown,['17.6']
Sky Country Elementary School,100.00,/Users/georgiachanning/LA/SARC_tables/33670906104491_tables.txt,39.06,Unknown,['64.6']
12 John Muir Elementary School Mission Statement,40.00,/Users/georgiachanning/LA/SARC_tables/19649806022578_tables.txt,55.83,['1.0'],['48.6']
Red Hawk Elementary School,95.92,/Users/georgiachanning/LA/SARC_tables/33751926110084_tables.txt,79.58,['1.0'],['33.6']
Oceano Elementary,12.20,/Users/georgiachanning/LA/SARC_tables/40687596043095_tables.txt,36.16,Unknown,['78.6']
Schaefer Charter School,94.44,/Users/georgiachanning/LA/SARC_tables/49708706109144_tables.txt,40.61,['.1'],['59.1']
Steve Luther Elementary School,95.12,/Users/georgiachanning/LA/SARC_tables/30664806027874_tables.txt,57.46,['.1'],['47.0']
/Users/georgiachanning/LA/SARC_tables/36678766037162_tables.txt,0.00,/Users/georgiachanning/LA/SARC_tables/36678766037162_tables.txt,31.37,Unknown,['95.3']
Arcata Elementary School School Description,23.81,/Users/georgiachanning/LA/SARC_tables/12626796007660_tables.txt,60.89,['.5'],['60.9']
Auburn Elementary School,95.24,/Users/georgiachanning/LA/SARC_tables/31667876112700_tables.txt,38.05,['1.5'],['50.3']
Roosevelt Elementary,0.00,/Users/georgiachanning/LA/SARC_tables/39686766042758_tables.txt,14.49,['.3'],['89.1']
Roberts Ferry Elementary School Unnamed,Unknown,/Users/georgiachanning/LA/SARC_tables/50712336053011_tables.txt,Unknown,Unknown,['63.7']
Rancho San Diego Elementary School,94.12,/Users/georgiachanning/LA/SARC_tables/37679916106025_tables.txt,58.42,['.1'],['40.2']
Rollingwood Elementary,13.33,/Users/georgiachanning/LA/SARC_tables/41690136044705_tables.txt,30.0,['1.0'],['38.9']
Grove Elementary School,Unknown,/Users/georgiachanning/LA/SARC_tables/31668036115596_tables.txt,Unknown,['.6'],['45.3']
/Users/georgiachanning/LA/SARC_tables/09619296005615_tables.txt,8.77,/Users/georgiachanning/LA/SARC_tables/09619296005615_tables.txt,41.90,['1.3'],['59.2']
Rancho Vista Elementary,94.92,/Users/georgiachanning/LA/SARC_tables/19651026108245_tables.txt,47.58,"['3.3', '.1']",['47.8']
Sierra View Elementary School,16.00,/Users/georgiachanning/LA/SARC_tables/20755806103824_tables.txt,57.33,Unknown,[]
Troth Street Elementary School,1.69,/Users/georgiachanning/LA/SARC_tables/33670906032221_tables.txt,23.35,Unknown,['84.6']
Grant Elementary School District,85.00,/Users/georgiachanning/LA/SARC_tables/45700036050330_tables.txt,77.66,Unknown,['19.9']
Valley View Elementary School,82.35,/Users/georgiachanning/LA/SARC_tables/07617966005003_tables.txt,34.85,['1.0'],['54.8']
Laurelglen Elementary School,96.00,/Users/georgiachanning/LA/SARC_tables/15633626105423_tables.txt,49.64,['2.6'],['63.4']
Pinon Hills Elementary School,97.30,/Users/georgiachanning/LA/SARC_tables/36739576108260_tables.txt,50.93,['.1'],['74.3']
/Users/georgiachanning/LA/SARC_tables/39686270127191_tables.txt,5.88,/Users/georgiachanning/LA/SARC_tables/39686270127191_tables.txt,37.03,['6.0'],['54.2']
Hope Elementary School,Unknown,/Users/georgiachanning/LA/SARC_tables/54719446054092_tables.txt,Unknown,['.1'],['75.5']
Cesar Chavez Elementary School Unnamed,3.45,/Users/georgiachanning/LA/SARC_tables/33736766108906_tables.txt,27.55,Unknown,[]
/Users/georgiachanning/LA/SARC_tables/36678766037014_tables.txt,9.30,/Users/georgiachanning/LA/SARC_tables/36678766037014_tables.txt,17.12,Unknown,['94.6']
Granite Hill Elementary School,20.00,/Users/georgiachanning/LA/SARC_tables/33670906110548_tables.txt,41.90,Unknown,['85.4']
School,10.87,/Users/georgiachanning/LA/SARC_tables/37680490136614_18-19_1_tables.txt,21.11,Unknown,['84.0']
Crestline Elementary,2.56,/Users/georgiachanning/LA/SARC_tables/36676116035307_tables.txt,10.00,Unknown,['89.20']
Mary Farmar Elementary Schoo,23.08,/Users/georgiachanning/LA/SARC_tables/48705246050991_tables.txt,51.97,Unknown,['27.3']
Josephine Chrysler Elementary School,97.78,/Users/georgiachanning/LA/SARC_tables/50712826053060_tables.txt,26.98,['1.0'],['88.9']
Linwood Elementary School,100.00,/Users/georgiachanning/LA/SARC_tables/54722566092795_tables.txt,60.71,['1.0'],['62.6']
Cambridge Elementary,0.00,/Users/georgiachanning/LA/SARC_tables/07617546003982_tables.txt,16.85,Unknown,['96.2']
Mark West Charter School,Unknown,/Users/georgiachanning/LA/SARC_tables/49708050105890_tables.txt,Unknown,['.1'],['35.2']
Dunlap Elementary,8.70,/Users/georgiachanning/LA/SARC_tables/10622656006753_tables.txt,012.2,['2.0'],['68.8']
Barnett Elementary School,4.76,/Users/georgiachanning/LA/SARC_tables/37683046110720_tables.txt,54.33,Unknown,[]
Kimball Elementary,21.43,/Users/georgiachanning/LA/SARC_tables/37682216038772_tables.txt,42.93,Unknown,['72.9']
Merwin Elementary School,100.00,/Users/georgiachanning/LA/SARC_tables/19644366012553_tables.txt,60.08,"['2.5', '.1']",['81.3']
Mann Elementary School,100.00,/Users/georgiachanning/LA/SARC_tables/30664236027312_tables.txt,38.04,['5.0'],['90.7']
Lincoln Elementary,98.73,/Users/georgiachanning/LA/SARC_tables/39685936042345_tables.txt,35.92,Unknown,['90.7']
/Users/georgiachanning/LA/SARC_tables/36678766067086_tables.txt,96.30,/Users/georgiachanning/LA/SARC_tables/36678766067086_tables.txt,50.17,Unknown,['79.3']
Crestwood Elementary School,81.48,/Users/georgiachanning/LA/SARC_tables/54722566054688_tables.txt,44.25,['1.0'],['78.7']
Hunt Elementary School,5.00,/Users/georgiachanning/LA/SARC_tables/50736010101188_tables.txt,28.28,['1.0'],['80.5']
Northridge Elementary School,100.00,/Users/georgiachanning/LA/SARC_tables/34674476034755_tables.txt,27.83,['1.4'],['81.1']
Endeavour Elementary School,100.00,/Users/georgiachanning/LA/SARC_tables/15634796112791_tables.txt,64.47,Unknown,['49.3']
Cypress Elementary School,98.25,/Users/georgiachanning/LA/SARC_tables/19644366012470_tables.txt,53.94,"['4.5', '.1']",['78.3']
Sunset Ranch Elementary S,43.48,/Users/georgiachanning/LA/SARC_tables/31750850121244_tables.txt,77.20,Unknown,['9.2']
Hidden Valley Elementary School,11.43,/Users/georgiachanning/LA/SARC_tables/07617546004097_tables.txt,51.59,Unknown,['36.5']
Pine Grove Elementary School,6.67,/Users/georgiachanning/LA/SARC_tables/08618206005433_tables.txt,32.09,['1.0'],['81.0']
Ben Lomond Elementary School,95.92,/Users/georgiachanning/LA/SARC_tables/19644366012447_tables.txt,55.30,"['3.0', '.1']",['77.3']
Stone Creek Elementary School,97.30,/Users/georgiachanning/LA/SARC_tables/30736506096200_tables.txt,78.95,"['1.0', '.1']",['12.6']
John C Fremont Elementary School,Unknown,/Users/georgiachanning/LA/SARC_tables/24657716025654_tables.txt,Unknown,['.1'],['89.5']
/Users/georgiachanning/LA/SARC_tables/56724626055032_tables.txt,2.33,/Users/georgiachanning/LA/SARC_tables/56724626055032_tables.txt,29.29,['1.3'],['91.9']
Tuscany Hills Elementary School,31.48,/Users/georgiachanning/LA/SARC_tables/33751766111082_tables.txt,527.1,['4.2'],['42.1']
Leggett Valley Elementary School,Unknown,/Users/georgiachanning/LA/SARC_tables/23752186025118_tables.txt,Unknown,['.1'],['63.6']
Howe Avenue Elementary School,0.00,/Users/georgiachanning/LA/SARC_tables/34674476034623_tables.txt,14.29,"['2.5', '.1']",['95.9']
Elementary,3.51,/Users/georgiachanning/LA/SARC_tables/39686766042667_tables.txt,19.94,['2.0'],['74.5']
Tony Tobin Elementary School,30.43,/Users/georgiachanning/LA/SARC_tables/33751920108506_tables.txt,75.73,['2.1'],['17.1']
/Users/georgiachanning/LA/SARC_tables/49707970107284_tables.txt,15.38,/Users/georgiachanning/LA/SARC_tables/49707970107284_tables.txt,38.25,['3.2'],['58.0']
Lindbergh Elementary,18.52,/Users/georgiachanning/LA/SARC_tables/19647746020259_tables.txt,64.7,Unknown,['95.7']
18 Joseph Arnold Elementary School,15.00,/Users/georgiachanning/LA/SARC_tables/19650606023006_tables.txt,72.67,Unknown,['21.60']
Landels Elementary School,Unknown,/Users/georgiachanning/LA/SARC_tables/43695916047963_18-19_1_tables.txt,Unknown,['1.0'],[]
/Users/georgiachanning/LA/SARC_tables/45699556050207_tables.txt,95.16,/Users/georgiachanning/LA/SARC_tables/45699556050207_tables.txt,46.27,['.1'],['51.5']
Cahuilla Elementary School,5.88,/Users/georgiachanning/LA/SARC_tables/33671736032395_tables.txt,41.77,['1.0'],[]
Clay Joint Elementary School,Unknown,/Users/georgiachanning/LA/SARC_tables/10621096005839_tables.txt,Unknown,Unknown,['14.1']
King Avenue Elementary School,96.15,/Users/georgiachanning/LA/SARC_tables/51714646053391_tables.txt,33.99,['1.7'],['95.9']
/Users/georgiachanning/LA/SARC_tables/54719020101303_tables.txt,Unknown,/Users/georgiachanning/LA/SARC_tables/54719020101303_tables.txt,Unknown,['.1'],['83.3']
Lemon Crest Elementary School,21.74,/Users/georgiachanning/LA/SARC_tables/37681896110092_tables.txt,918.1,['1.5'],['62.4']
Cottonwood Creek Charter School,Unknown,/Users/georgiachanning/LA/SARC_tables/45699550121640_tables.txt,Unknown,['.1'],['31.0']
/Users/georgiachanning/LA/SARC_tables/24657716025704_tables.txt,Unknown,/Users/georgiachanning/LA/SARC_tables/24657716025704_tables.txt,Unknown,['.1'],['92.7']
Wilson Elementary School,0.00,/Users/georgiachanning/LA/SARC_tables/10624146007215_tables.txt,42.72,"['4.0', '.1']",['92.6']
